AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR
280253070007,0.39,1.81,0.94,5.43,50.08,0.08,91.42,2.99,0.0,49.92,0.0,0.0,94.57,100.0,100.0,8.58,93.86,96.77,JOHN F KENNEDY HIGH SCHOOL,28,NASSAU,2015
280300010008,0.0,5.22,11.67,31.34,49.85,1.0,88.02,21.74,1.92,50.15,0.08,0.38,68.66,98.08,99.92,11.98,60.98,93.24,LONG BEACH SENIOR HIGH SCHOOL,28,NASSAU,2015
280401030007,0.08,1.7,42.7,73.17,50.85,5.6,92.87,52.8,14.52,49.15,0.0,0.0,26.83,85.48,100.0,7.13,2.72,82.0,WESTBURY HIGH SCHOOL,28,NASSAU,2015
280402030003,0.0,11.6,0.63,4.86,51.88,0.47,88.09,4.08,0.94,48.12,0.0,0.0,95.14,99.06,100.0,11.91,83.7,98.9,WHEATLEY SCHOOL,28,NASSAU,2015
280403030008,0.0,15.17,3.65,12.27,43.63,0.75,94.38,5.24,0.56,56.37,0.0,0.09,87.73,99.44,100.0,5.62,75.84,97.75,ROSLYN HIGH SCHOOL,28,NASSAU,2015
280404030009,0.07,12.03,2.3,14.46,51.35,2.24,92.97,16.63,2.89,48.65,0.0,0.33,85.54,97.11,100.0,7.03,68.64,97.63,PAUL D SCHREIBER SENIO HIGH SCHOOL,28,NASSAU,2015
280406030002,0.0,13.81,3.51,4.95,46.19,0.31,88.45,3.92,0.82,53.81,0.0,0.41,95.05,99.18,100.0,11.55,78.35,97.73,MANHASSET SECONDARY SCHOOL,28,NASSAU,2015
280407030014,0.0,47.16,2.72,14.17,48.52,2.8,89.51,7.05,2.72,51.48,0.0,0.0,85.83,97.28,100.0,10.49,43.07,96.16,GREAT NECK SOUTH HIGH SCHOOL,28,NASSAU,2015
280407030015,0.0,11.97,0.73,10.41,45.89,1.25,86.89,6.35,3.23,54.11,0.0,0.21,89.59,96.77,100.0,13.11,80.75,94.9,GREAT NECK NORTH HIGH SCHOOL,28,NASSAU,2015
280407030016,0.0,13.89,0.0,0.0,33.33,0.0,61.11,2.78,0.0,66.67,0.0,2.78,100.0,100.0,100.0,38.89,80.56,77.78,VILLAGE SCHOOL,28,NASSAU,2015
280409030008,0.0,53.85,0.76,5.44,51.51,0.0,90.71,5.59,1.28,48.49,0.0,0.0,94.56,98.72,100.0,9.29,39.8,98.34,HERRICKS HIGH SCHOOL,28,NASSAU,2015
280410030006,0.0,11.04,1.99,19.15,45.35,2.66,89.63,17.69,1.6,54.65,0.0,0.13,80.85,98.4,100.0,10.37,69.15,97.87,MINEOLA HIGH SCHOOL,28,NASSAU,2015
280411030003,0.0,6.25,1.62,15.51,50.69,0.69,88.89,13.89,4.17,49.31,0.0,0.0,84.49,95.83,100.0,11.11,78.24,96.53,CARLE PLACE MIDDLE SENIOR HIGH SCH,28,NASSAU,2015
280501060004,0.0,5.13,0.56,6.91,54.52,0.78,89.86,6.58,0.56,45.48,0.0,0.45,93.09,99.44,100.0,10.14,87.29,98.22,NORTH SHORE SENIOR HIGH SCHOOL,28,NASSAU,2015
280502060014,0.09,24.14,0.67,5.16,48.32,0.49,90.85,2.74,0.81,51.68,0.04,0.18,94.84,99.19,99.96,9.15,72.18,99.42,SYOSSET SENIOR HIGH SCHOOL,28,NASSAU,2015
280503060003,0.0,4.28,1.18,10.62,49.41,0.74,85.4,11.06,1.03,50.59,0.0,2.21,89.38,98.97,100.0,14.6,81.27,99.56,LOCUST VALLEY HIGH SCHOOL,28,NASSAU,2015
280504060010,0.0,15.1,0.53,8.67,49.44,0.39,87.52,3.02,0.13,50.56,0.0,0.26,91.33,99.87,100.0,12.48,81.09,97.64,PLAINVIEW-OLD BETHPAGE/JFK HS,28,NASSAU,2015
280506060002,0.19,2.68,5.93,18.36,47.8,0.57,89.1,14.72,1.72,52.2,0.0,0.0,81.64,98.28,100.0,10.9,76.48,93.88,OYSTER BAY HIGH SCHOOL,28,NASSAU,2015
280515030005,0.0,39.72,2.56,4.79,46.57,0.74,88.36,1.57,1.57,53.43,0.0,0.0,95.21,98.43,100.0,11.64,56.15,98.02,JERICHO SENIOR HIGH SCHOOL,28,NASSAU,2015
280517030010,0.0,27.99,2.74,29.04,47.93,1.57,90.79,21.75,3.21,52.07,0.0,0.41,70.96,96.79,100.0,9.21,47.11,91.31,HICKSVILLE HIGH SCHOOL,28,NASSAU,2015
280518030009,2.16,0.75,0.56,8.62,50.33,0.19,91.85,3.84,0.47,49.67,0.0,0.09,91.38,99.53,100.0,8.15,92.6,96.72,PLAINEDGE SENIOR HIGH SCHOOL,28,NASSAU,2015
280521030006,0.21,10.33,0.32,14.65,49.95,0.74,92.2,8.96,0.74,50.05,0.0,0.11,85.35,99.26,100.0,7.8,80.08,98.63,BETHPAGE SENIOR HIGH SCHOOL,28,NASSAU,2015
280522030009,0.1,5.89,6.76,20.13,47.85,1.23,88.32,13.11,1.23,52.15,0.05,0.1,79.87,98.77,99.95,11.68,74.03,95.54,FARMINGDALE SENIOR HIGH SCHOOL,28,NASSAU,2015
280523030010,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,BERNER MIDDLE SCHOOL,28,NASSAU,2015
280523030011,0.08,1.34,0.12,6.82,49.76,0.04,89.99,2.99,0.08,50.24,0.0,0.08,93.18,99.92,100.0,10.01,95.39,98.46,MASSAPEQUA HIGH SCHOOL,28,NASSAU,2015
280523030014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,MHS AMES CAMPUS,28,NASSAU,2015
310100011292,1.77,13.78,29.68,81.98,35.34,7.42,75.97,51.59,19.08,64.66,0.0,1.77,18.02,80.92,100.0,24.03,1.41,63.96,HENRY STREET SCHOOL,31,NEW YORK,2015
310100011448,0.0,38.39,19.81,87.62,39.32,3.72,76.78,39.01,27.55,60.68,0.0,0.0,12.38,72.45,100.0,23.22,2.79,82.66,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,31,NEW YORK,2015
310100011450,0.88,12.68,22.12,77.58,50.44,1.47,79.06,55.75,2.95,49.56,0.0,0.0,22.42,97.05,100.0,20.94,8.55,87.32,EAST SIDE COMMUNITY SCHOOL,31,NEW YORK,2015
310100011458,0.25,3.79,40.15,75.51,54.04,1.01,82.32,53.28,5.3,45.96,0.0,0.0,24.49,94.7,100.0,17.68,2.53,23.23,FORSYTHE SATELLITE ACADEMY,31,NEW YORK,2015
310100011509,0.92,9.54,38.46,85.23,53.85,1.54,72.0,48.92,8.0,46.15,0.0,0.0,14.77,92.0,100.0,28.0,2.15,50.46,MARTA VALLE HIGH SCHOOL,31,NEW YORK,2015
310100011515,0.46,71.49,9.17,68.01,45.28,3.57,96.52,17.32,68.19,54.72,0.0,0.46,31.99,31.81,100.0,3.48,1.1,39.14,LOWER EAST SIDE PREP HIGH SCHOOL,31,NEW YORK,2015
310100011539,0.61,38.54,16.23,40.97,48.68,0.0,96.96,18.26,0.0,51.32,0.0,0.41,59.03,100.0,100.0,3.04,25.96,97.57,"NEW EXPLORATIONS SCI, TECH & MATH",31,NEW YORK,2015
310100011650,0.96,3.08,37.5,75.19,60.38,1.54,93.46,54.42,0.96,39.62,0.0,0.38,24.81,99.04,100.0,6.54,3.65,50.77,CASCADES HIGH SCHOOL,31,NEW YORK,2015
310100011696,0.0,15.33,14.98,27.35,68.82,0.35,99.3,17.6,0.0,31.18,0.0,1.22,72.65,100.0,100.0,0.7,50.87,97.91,BARD HIGH SCHOOL EARLY COLLEGE,31,NEW YORK,2015
310200010047,0.0,2.88,23.02,82.73,62.59,0.72,55.4,66.91,10.07,37.41,0.0,1.44,17.27,89.93,100.0,44.6,5.76,72.66,AMERICAN SIGN LANG & ENG SECONDAR,31,NEW YORK,2015
310200010104,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,JHS 104 SIMON BARUCH,31,NEW YORK,2015
310200010126,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,PS 126 JACOB AUGUST RIIS,31,NEW YORK,2015
310200010412,0.17,30.4,9.15,39.55,53.71,0.86,86.7,13.64,0.52,46.29,0.0,1.73,60.45,99.48,100.0,13.3,44.91,97.06,NYC LAB HS-COLLABORATIVE STUDIES,31,NEW YORK,2015
310200010413,0.28,16.62,9.58,28.73,47.32,0.0,87.32,26.2,0.28,52.68,0.0,10.99,71.27,99.72,100.0,12.68,36.34,95.21,SCHOOL OF THE FUTURE HIGH SCHOOL,31,NEW YORK,2015
310200010414,0.0,32.73,10.16,72.01,54.18,0.0,91.2,40.18,0.23,45.82,0.0,0.0,27.99,99.77,100.0,8.8,16.93,99.32,NYC MUSEUM SCHOOL,31,NEW YORK,2015
310200010416,0.0,17.32,5.71,28.94,67.32,0.79,98.43,14.96,0.0,32.68,0.0,0.59,71.06,100.0,100.0,1.57,61.42,100.0,ELEANOR ROOSEVELT HIGH SCHOOL,31,NEW YORK,2015
310200010418,0.0,34.55,6.97,37.72,62.6,0.0,90.97,18.23,0.16,37.4,0.0,0.63,62.28,99.84,100.0,9.03,39.62,99.05,MILLENNIUM HIGH SCHOOL,31,NEW YORK,2015
310200011288,0.0,4.8,40.8,70.13,52.0,2.13,80.27,47.73,0.27,48.0,0.0,0.0,29.87,99.73,100.0,19.73,6.67,84.0,FOOD & FINANCE HIGH SCHOOL,31,NEW YORK,2015
310200011294,0.3,3.03,31.82,68.79,46.06,1.21,79.7,49.39,2.73,53.94,0.0,0.0,31.21,97.27,100.0,20.3,15.45,80.0,ESSEX STREET ACADEMY,31,NEW YORK,2015
310200011296,0.0,6.6,22.69,89.71,67.55,5.28,83.91,69.92,4.75,32.45,0.0,0.0,10.29,95.25,100.0,16.09,0.79,79.42,HIGH SCHOOL OF HOSPITALITY MGMNT,31,NEW YORK,2015
310200011298,16.58,11.4,33.94,70.73,57.25,2.33,89.38,34.97,0.78,42.75,0.0,0.0,29.27,99.22,100.0,10.62,3.11,91.71,PACE HIGH SCHOOL,31,NEW YORK,2015
310200011300,0.53,8.16,28.16,73.95,31.05,4.21,81.58,59.21,7.89,68.95,0.0,0.0,26.05,92.11,100.0,18.42,3.95,69.47,URBAN ASSMBLY SCH-DESIGN & CONST,31,NEW YORK,2015
310200011303,0.0,0.51,22.59,74.11,47.46,3.81,78.43,74.11,19.29,52.54,0.0,0.0,25.89,80.71,100.0,21.57,2.79,67.26,FACING HISTORY SCHOOL (THE),31,NEW YORK,2015
310200011305,0.7,5.23,42.51,76.31,60.98,2.44,81.18,48.78,4.18,39.02,0.0,0.0,23.69,95.82,100.0,18.82,2.79,88.15,URBAN ACADEMY-GOV'T & LAW,31,NEW YORK,2015
310200011308,0.66,9.6,29.47,67.22,61.59,2.32,68.87,55.63,1.99,38.41,0.0,0.66,32.78,98.01,100.0,31.13,3.97,74.17,LOWER MANHATTAN ARTS ACADEMY,31,NEW YORK,2015
310200011313,0.58,3.09,41.89,72.01,57.72,1.54,86.29,47.49,6.18,42.28,0.0,0.39,27.99,93.82,100.0,13.71,6.56,50.39,JAMES BALDWIN SCHOOL (THE),31,NEW YORK,2015
310200011316,0.0,7.67,45.71,81.29,100.0,0.0,83.13,45.71,3.07,0.0,0.0,0.31,18.71,96.93,100.0,16.87,0.61,79.75,URBAN SCH-BUSINESS-YNG WOMEN,31,NEW YORK,2015
310200011374,0.65,1.3,44.47,69.85,73.54,0.65,87.64,47.29,0.87,26.46,0.0,0.22,30.15,99.13,100.0,12.36,6.07,84.16,GRAMERCY ARTS HIGH SCHOOL,31,NEW YORK,2015
310200011376,0.0,14.07,20.72,48.34,52.69,0.51,91.05,39.9,0.26,47.31,0.0,0.51,51.66,99.74,100.0,8.95,24.81,98.21,NYC ISCHOOL,31,NEW YORK,2015
310200011392,0.28,6.63,26.24,77.62,37.57,2.76,86.46,62.98,4.97,62.43,0.0,0.0,22.38,95.03,100.0,13.54,3.87,86.19,MANHATTAN BUSINESS ACADEMY,31,NEW YORK,2015
310200011393,0.31,1.88,41.69,56.74,28.53,4.08,75.24,53.61,3.13,71.47,0.0,0.0,43.26,96.87,100.0,24.76,2.51,73.35,BUSINESS OF SPORTS SCHOOL,31,NEW YORK,2015
310200011394,0.0,63.86,9.47,83.51,50.88,16.84,100.0,22.46,71.93,49.12,0.0,0.0,16.49,28.07,100.0,0.0,4.21,58.6,EMMA LAZARUS HIGH SCHOOL,31,NEW YORK,2015
310200011399,0.0,38.08,19.21,80.79,49.67,4.97,81.13,33.77,18.54,50.33,0.0,4.64,19.21,81.46,100.0,18.87,4.3,72.19,HIGH SCHOOL-LANGUAGE AND DIPLOMACY,31,NEW YORK,2015
310200011400,0.08,18.54,14.4,70.5,48.44,2.19,84.66,57.12,4.93,51.56,0.0,0.0,29.5,95.07,100.0,15.34,9.86,84.82,HS FOR ENVIRONMENTAL STUDIES,31,NEW YORK,2015
310200011407,0.7,5.96,13.33,21.4,49.47,0.7,88.07,19.65,0.35,50.53,0.0,6.67,78.6,99.65,100.0,11.93,53.68,92.28,INST FOR COLLABORATIVE EDUCATION,31,NEW YORK,2015
310200011408,2.8,4.07,27.23,36.64,71.76,0.0,95.17,25.45,0.25,28.24,0.0,0.76,63.36,99.75,100.0,4.83,39.69,96.95,PROFESSIONAL PERF ARTS HIGH SCHOOL,31,NEW YORK,2015
310200011411,0.0,61.57,4.63,62.04,55.09,1.16,98.15,15.74,0.0,44.91,0.0,0.46,37.96,100.0,100.0,1.85,17.59,99.77,BARUCH COLLEGE CAMPUS HIGH SCHOOL,31,NEW YORK,2015
310200011419,0.0,6.58,20.79,79.21,48.68,5.79,77.37,70.53,13.16,51.32,0.0,0.0,20.79,86.84,100.0,22.63,2.11,56.05,LANDMARK HIGH SCHOOL,31,NEW YORK,2015
310200011420,0.06,21.25,22.88,70.52,69.73,1.82,89.41,49.88,1.57,30.27,0.0,0.06,29.48,98.43,100.0,10.59,5.87,89.89,HS-HEALTH PROFESSIONS & HUMAN SVCS,31,NEW YORK,2015
310200011422,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,QUEST TO LEARN,31,NEW YORK,2015
310200011425,0.66,7.31,28.9,71.43,53.82,0.83,81.56,55.98,5.98,46.18,0.0,0.0,28.57,94.02,100.0,18.44,7.14,68.77,LEADERSHIP & PUBLIC SERVICE HIGH SCH,31,NEW YORK,2015
310200011427,0.0,5.84,6.57,79.2,47.08,15.69,95.26,86.5,76.28,52.92,0.0,0.0,20.8,23.72,100.0,4.74,1.09,51.09,MANHATTAN ACAD-ARTS AND LANGUAGE,31,NEW YORK,2015
310200011429,0.0,1.23,39.88,76.07,51.53,4.91,71.17,57.06,5.52,48.47,0.0,0.0,23.93,94.48,100.0,28.83,1.84,51.53,LEGACY SCHOOL FOR INTEGRATED STUDIES,31,NEW YORK,2015
310200011432,1.04,7.27,35.64,70.93,43.94,4.15,76.12,50.17,3.11,56.06,0.0,0.0,29.07,96.89,100.0,23.88,5.88,65.4,MURRAY HILL ACADEMY,31,NEW YORK,2015
310200011437,0.91,6.99,25.84,78.12,34.65,5.17,81.76,60.18,4.56,65.35,0.0,0.0,21.88,95.44,100.0,18.24,6.08,76.6,HUDSON HS OF LEARNING TECHNOLOGIES,31,NEW YORK,2015
310200011438,0.0,48.57,9.39,86.12,42.04,6.12,95.92,37.55,86.12,57.96,0.0,0.0,13.88,13.88,100.0,4.08,4.49,52.65,INTERNATIONAL HS AT UNION SQUARE,31,NEW YORK,2015
310200011439,0.0,5.91,14.4,70.95,64.27,3.08,91.52,72.75,1.29,35.73,0.0,3.34,29.05,98.71,100.0,8.48,3.6,98.97,MANHATTAN VILLAGE ACADEMY,31,NEW YORK,2015
310200011449,0.92,10.8,27.36,73.56,51.49,0.92,78.39,54.71,5.98,48.51,0.0,0.0,26.44,94.02,100.0,21.61,6.21,75.63,VANGUARD HIGH SCHOOL,31,NEW YORK,2015
310200011459,0.0,38.85,14.75,66.91,56.12,23.74,97.12,34.17,60.43,43.88,0.0,0.72,33.09,39.57,100.0,2.88,11.51,76.98,MANHATTAN INTERNATIONAL HIGH SCHOOL,31,NEW YORK,2015
310200011460,0.5,5.34,35.23,75.63,53.76,4.01,77.46,55.93,16.86,46.24,0.0,0.0,24.37,83.14,100.0,22.54,3.01,53.92,WASHINGTON IRVING HIGH SCHOOL,31,NEW YORK,2015
310200011475,0.25,72.57,1.17,37.22,40.47,0.03,99.42,2.12,0.0,59.53,0.0,0.68,62.78,100.0,100.0,0.58,23.23,98.47,STUYVESANT HIGH SCHOOL,31,NEW YORK,2015
310200011489,0.84,24.48,22.52,74.97,42.66,4.06,86.43,43.64,5.73,57.34,0.0,0.0,25.03,94.27,100.0,13.57,8.53,76.64,HIGH SCHOOL OF ECONOMICS & FINANCE,31,NEW YORK,2015
310200011500,2.25,4.5,35.14,84.23,38.74,3.6,68.02,53.6,11.26,61.26,0.0,0.9,15.77,88.74,100.0,31.98,3.6,75.23,UNITY CENTER FOR URBAN TECHNOLOGIES,31,NEW YORK,2015
310200011507,0.85,5.93,39.41,70.34,25.0,0.85,79.24,47.88,3.39,75.0,0.0,0.0,29.66,96.61,100.0,20.76,5.93,85.17,URBAN ASSEMBLY GATEWAY SCHOOL-TECH,31,NEW YORK,2015
310200011519,0.48,6.3,34.14,51.09,79.42,0.0,96.37,40.92,0.0,20.58,0.0,0.0,48.91,100.0,100.0,3.63,18.16,96.37,TALENT UNLIMITED HIGH SCHOOL,31,NEW YORK,2015
310200011520,0.78,11.84,37.52,72.25,49.55,2.07,86.48,46.77,10.74,50.45,0.0,0.13,27.75,89.26,100.0,13.52,2.98,57.76,MURRY BERGTRAUM HS FOR BUS CAR,31,NEW YORK,2015
310200011529,0.85,4.41,21.48,71.83,56.9,6.12,83.64,69.42,5.26,43.1,0.0,0.0,28.17,94.74,100.0,16.36,3.84,68.28,JACQUELINE KENNEDY-ONASSIS HIGH SCH,31,NEW YORK,2015
310200011531,0.0,1.43,44.76,78.57,80.48,0.48,94.29,46.67,0.0,19.52,0.0,0.0,21.43,100.0,100.0,5.71,7.14,99.52,REPERTORY COMPANY HS FOR THEATRE ART,31,NEW YORK,2015
310200011533,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,UNION SQUARE ACAD FOR HEALTH SCIENCE,31,NEW YORK,2015
310200011534,0.0,0.0,100.0,100.0,66.67,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,100.0,100.0,66.67,0.0,0.0,HARVEST COLLEGIATE HIGH SCHOOL,31,NEW YORK,2015
310200011542,0.0,0.0,0.0,75.43,47.62,16.57,98.67,100.0,54.29,52.38,0.0,0.0,24.57,45.71,100.0,1.33,0.0,90.48,MANHATTAN BRIDGES HIGH SCHOOL,31,NEW YORK,2015
310200011543,1.06,3.71,28.38,69.5,61.8,1.33,72.94,64.72,2.12,38.2,0.0,0.27,30.5,97.88,100.0,27.06,1.86,81.43,NEW DESIGN HIGH SCHOOL,31,NEW YORK,2015
310200011544,1.28,3.83,35.57,83.57,45.61,3.35,86.92,57.1,5.42,54.39,0.0,0.0,16.43,94.58,100.0,13.08,2.23,19.78,INDEPENDENCE HIGH SCHOOL,31,NEW YORK,2015
310200011545,0.0,92.64,1.91,80.93,48.5,18.53,96.19,3.81,22.34,51.5,0.0,1.09,19.07,77.66,100.0,3.81,0.54,96.46,HS-DUAL LANGUAGE & ASIAN STUDIES,31,NEW YORK,2015
310200011550,0.76,23.74,19.7,60.35,39.9,9.09,95.45,44.44,86.62,60.1,0.0,0.0,39.65,13.38,100.0,4.55,11.36,47.98,LIBERTY HIGH SCH ACAD-NEWCOMERS,31,NEW YORK,2015
310200011551,0.0,3.28,33.61,65.85,35.79,0.82,84.7,50.82,1.37,64.21,0.0,0.0,34.15,98.63,100.0,15.3,12.3,81.69,URBAN ASSEMBLY NY HARBOR SCHOOL,31,NEW YORK,2015
310200011560,1.79,5.56,30.23,60.45,56.87,0.75,84.09,42.18,2.54,43.13,0.0,0.75,39.55,97.46,100.0,15.91,19.49,46.42,HS 560 CITY-AS-SCHOOL,31,NEW YORK,2015
310200011565,0.66,9.21,34.21,46.05,60.53,0.0,92.76,29.61,1.97,39.47,0.0,1.32,53.95,98.03,100.0,7.24,25.0,55.26,URBAN ACAD LABORATORY HIGH SCHOOL,31,NEW YORK,2015
310200011570,0.41,2.87,32.58,87.3,56.76,0.82,87.91,62.5,3.69,43.24,0.0,0.0,12.7,96.31,100.0,12.09,1.64,46.31,SATELLITE ACADEMY HIGH SCHOOL,31,NEW YORK,2015
310200011575,0.36,27.02,33.07,80.7,48.43,2.99,95.41,33.28,50.18,51.57,0.0,0.22,19.3,49.82,100.0,4.59,6.05,32.27,MANHATTAN COMP NIGHT AND DAY HS,31,NEW YORK,2015
310200011580,0.6,3.17,30.56,80.36,65.28,2.38,76.39,63.29,4.96,34.72,0.0,0.0,19.64,95.04,100.0,23.61,2.38,68.25,RICHARD R GREEN HS OF TEACHING,31,NEW YORK,2015
310200011586,0.68,0.68,43.15,80.14,57.53,2.74,80.14,47.26,0.68,42.47,0.0,0.0,19.86,99.32,100.0,19.86,8.22,41.78,HARVEY MILK HIGH SCHOOL,31,NEW YORK,2015
310200011600,0.42,3.91,37.53,68.48,92.73,1.26,88.96,53.95,0.77,7.27,0.0,0.35,31.52,99.23,100.0,11.04,3.84,90.36,HIGH SCH OF FASHION INDUSTRIES (THE),31,NEW YORK,2015
310200011605,0.37,6.59,32.6,68.5,49.82,1.47,91.21,48.72,3.3,50.18,0.0,2.56,31.5,96.7,100.0,8.79,9.16,80.59,HUMANITIES PREP ACADEMY,31,NEW YORK,2015
310200011615,0.82,5.77,30.77,79.12,35.44,3.3,81.59,59.89,2.47,64.56,0.0,0.55,20.88,97.53,100.0,18.41,2.2,85.71,CHELSEA CAREER AND TECH ED HS,31,NEW YORK,2015
310200011625,0.62,3.43,29.91,77.26,55.56,2.6,82.04,62.93,7.37,44.44,0.0,0.21,22.74,92.63,100.0,17.96,2.91,59.81,HS OF GRAPHIC COMMUNICATION ARTS,31,NEW YORK,2015
310200011630,0.34,8.31,26.36,55.75,57.93,0.34,87.99,51.81,0.67,42.07,0.0,0.34,44.25,99.33,100.0,12.01,12.85,86.06,ART AND DESIGN HIGH SCHOOL,31,NEW YORK,2015
310200011655,0.88,3.33,31.58,68.95,55.09,3.16,82.63,60.18,3.16,44.91,0.0,0.35,31.05,96.84,100.0,17.37,3.68,79.3,LIFE SCIENCES SECONDARY SCHOOL,31,NEW YORK,2015
310200860819,1.46,0.13,50.6,74.24,54.32,1.2,74.9,46.35,5.71,45.68,0.0,0.13,25.76,94.29,100.0,25.1,1.33,20.45,JOHN V LINDSAY WILDCAT ACAD CHARTER,31,NEW YORK,2015
310200860992,0.0,1.46,53.17,72.2,50.24,0.98,68.29,43.41,5.37,49.76,0.0,1.95,27.8,94.63,100.0,31.71,0.0,30.73,BROOME ST ACADEMY CHARTER HIGH SCHOO,31,NEW YORK,2015
310300011283,0.4,1.61,37.9,81.85,66.94,3.63,78.23,57.66,12.1,33.06,0.0,0.0,18.15,87.9,100.0,21.77,2.42,56.05,MANHATTAN THEATRE LAB HIGH SCHOOL,31,NEW YORK,2015
310300011299,0.51,0.51,39.69,76.08,45.8,3.82,81.93,58.02,11.2,54.2,0.0,0.0,23.92,88.8,100.0,18.07,1.27,76.84,HIGH SCH-ARTS IMAGNTN & INQUIRY,31,NEW YORK,2015
310300011307,1.44,2.02,35.73,68.3,42.07,2.59,81.84,57.93,12.39,57.93,0.0,0.29,31.7,87.61,100.0,18.16,2.59,72.05,URBAN ASSMBLY SCH-MEDIA STUDIES,31,NEW YORK,2015
310300011402,0.0,1.62,18.77,86.73,43.37,5.18,73.14,78.32,19.74,56.63,0.0,0.0,13.27,80.26,100.0,26.86,1.29,61.49,URBAN ASSEMBLY FOR GREEN CAREERS,31,NEW YORK,2015
310300011403,0.0,3.21,29.59,86.01,49.54,5.28,79.13,61.7,13.76,50.46,0.0,0.0,13.99,86.24,100.0,20.87,5.5,73.62,GLOBAL LEARNING COLLABORATIVE (THE),31,NEW YORK,2015
310300011404,0.27,1.86,28.91,71.35,50.4,3.71,88.86,66.31,3.71,49.6,0.0,0.0,28.65,96.29,100.0,11.14,2.65,25.73,INNOVATION DIPLOMA PLUS,31,NEW YORK,2015
310300011415,0.0,1.01,56.96,69.87,65.32,1.27,76.96,40.51,5.06,34.68,0.0,0.0,30.13,94.94,100.0,23.04,1.52,61.52,WADLEIGH PERF AND VISUAL ARTS,31,NEW YORK,2015
310300011417,0.0,8.33,16.3,42.75,53.26,0.0,82.97,39.13,1.45,46.74,0.0,0.0,57.25,98.55,100.0,17.03,36.23,92.75,FRANK MCCOURT HIGH SCHOOL,31,NEW YORK,2015
310300011479,0.52,9.84,15.1,26.23,60.74,0.0,96.89,23.55,0.0,39.26,0.0,0.43,73.77,100.0,100.0,3.11,50.56,99.48,BEACON HIGH SCHOOL,31,NEW YORK,2015
310300011485,0.49,20.02,11.86,28.75,73.62,0.19,97.97,17.65,0.0,26.38,0.0,1.51,71.25,100.0,100.0,2.03,48.48,98.61,FIORELLO H LAGUARDIA HIGH SCHOOL,31,NEW YORK,2015
310300011492,3.48,2.17,41.52,84.57,60.0,4.78,85.0,51.52,6.96,40.0,0.0,0.0,15.43,93.04,100.0,15.0,1.3,76.3,HS FOR LAW ADVCY & COMM JUST,31,NEW YORK,2015
310300011494,0.69,5.18,32.3,86.36,33.51,3.97,79.62,59.41,7.08,66.49,0.0,0.0,13.64,92.92,100.0,20.38,2.42,66.84,HIGH SCHOOL OF ARTS AND TECHNOLOGY,31,NEW YORK,2015
310300011505,0.7,1.4,28.59,86.46,51.15,2.31,78.23,67.3,4.81,48.85,0.0,0.1,13.54,95.19,100.0,21.77,1.91,33.8,EDWARD A REYNOLDS WEST SIDE HS,31,NEW YORK,2015
310300011541,1.12,24.16,21.25,62.42,59.51,0.67,96.87,40.72,0.22,40.49,0.0,1.34,37.58,99.78,100.0,3.13,11.41,98.21,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,31,NEW YORK,2015
310300011860,1.48,2.59,72.22,67.78,40.37,1.48,81.11,22.22,3.7,59.63,0.0,0.0,32.22,96.3,100.0,18.89,1.48,65.56,FREDERICK DOUGLASS ACADEMY II,31,NEW YORK,2015
310300860871,0.0,0.43,73.04,71.3,52.17,0.0,53.91,25.65,7.83,47.83,0.0,0.0,28.7,92.17,100.0,46.09,0.87,66.96,OPPORTUNITY CHARTER SCHOOL,31,NEW YORK,2015
310400010013,0.0,0.0,66.67,100.0,100.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,JHS 13 JACKIE ROBINSON,31,NEW YORK,2015
